name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Ke Rico,Terminal 2,Airside,"Market, Grab & Go",,,,,,,Upper,,"Ke Rico is a Mexican food concept serving traditional Mexican flavours and dishes including tacos, burritos, and antojitos.",Convenience market with packaged snacks and quick bites.,OPEN — on official MEX website,"Mexican, Latin American",
Salute MX,Terminal 2,Airside,"Restaurant, Bar",,,,,07:00–22:00,Upper,,,A Mexican-accented version of Salute serving a mix of Mexican and Italian-inspired dishes with beer and cocktails.,OPEN — on official MEX website,,"Mexican, Latin American, Italian",https://img.logo.dev/salute.mx?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Taba Express,Terminal 2,Airside,"Bar, Fast Food",,,,,,,Upper,,"An express format of La Taba sports bar offering quick bites, sandwiches, and drinks for travellers short on time.",Quick-service version of La Taba with drinks and fast food.,OPEN — on official MEX website,Bar,
Maison Kayser,Terminal 2,Airside,"Bakery, Café",,,,,07:00–22:00,Upper,,,"Maison Kayser is a French artisan bakery founded by master baker Éric Kayser, renowned for its organic sourdough breads, croissants, and French pastries.", croissants and pastries.,OPEN — on official MEX website,"Bakery, French, European",https://img.logo.dev/maison-kayser.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Maison Kayser,Terminal 2,Airside,"Bakery, Café",,,,,07:00–22:00,Upper,,,"Maison Kayser is a French artisan bakery founded by master baker Éric Kayser, renowned for its organic sourdough breads, croissants, and French pastries.", croissants and pastries.,OPEN — on official MEX website,"Bakery, French, European",https://img.logo.dev/maison-kayser.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Cachondita Pibil,Terminal 2,Airside,"Restaurant, Mexican",,,,,24 HRS,Upper,,,A Mexican restaurant specialising in cochinita pibil — slow-roasted achiote pork from the Yucatán — served in tacos and tortas.,OPEN — on official MEX website,,"Mexican, Latin American",
Cup Stop,Terminal 2,Airside,Fast Food,,,,,07:00–21:00,Upper,,,"A beverage kiosk serving coffee, tea, juices, and light snacks for travellers in a hurry.",OPEN — on official MEX website,,Café,
Terraza MX,Terminal 2,Airside,"Restaurant, Bar",,,,,24 HRS,Upper,,,"A Mexican restaurant and bar with a terrace setting, serving traditional dishes, cocktails, and cold beers.",OPEN — on official MEX website,,"Bar, Latin American, Mexican",
Gino's,Terminal 2,Landside,"Restaurant, Bar",,,,,07:00–24:00,Lower,,,"An Italian-style restaurant serving pasta, pizza, and classic Italian dishes in a casual setting.",OPEN — on official MEX website,,Italian,
Casa Ávila,Terminal 2,Landside,"Restaurant, Bar",,,,,07:00–01:00,Lower,,,"Casa Ávila is a Mexican restaurant concept serving traditional Mexican dishes including tacos, enchiladas, and classic Mexican comfort food.",OPEN — on official MEX website,,"Mexican, Latin American",
La Masion,Terminal 2,Landside,"Restaurant, Bar",,,,,07:00–01:00,Lower,,,"A steakhouse in Terminal 2 serving premium cuts including rib eye, arrachera, and New York strip alongside tacos and wine.",OPEN — on official MEX website,,"Steak, Grill Chicken & BBQ",
